nu,[0]cis-1-3-Dichloropropene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
707.2818,0.9129884947999771
707.401002,0.9121434587658593
707.520204,0.9147083570299139
707.639406,0.9143270031628399
707.758608,0.9136826297939118
707.87781,0.9148117249144339
707.997012,0.914787025331307
708.116214,0.913774916399916
708.235416,0.9129903207787927
708.354618,0.916866867432652
708.47382,0.915629932280705
708.593022,0.9135866981542826
708.712224,0.9152921271645703
708.831426,0.9136442559293172
708.950628,0.9148693598685854
709.06983,0.9167210971897716
709.189032,0.9150120906214342
709.308234,0.914712930583133
709.427436,0.916776102105734
709.546638,0.9159925935360774
709.66584,0.9164488714514295
709.785042,0.9169282995707236
709.904244,0.9172951442545975
710.023446,0.9171318802498476
710.142648,0.9175639511101453
710.26185,0.9163883878218954
710.381052,0.9163920533827777
710.500254,0.9165249398645554
710.619456,0.9153232476259388
710.738658,0.9173896305204148
710.85786,0.9161492416626053
710.977062,0.9177006783247852
711.096264,0.9163086655001261
711.215466,0.9162967535649024
711.334668,0.9155310495877802
711.45387,0.9163654783985689
711.573072,0.9151804683363832
711.692274,0.9161125964258483
711.811476,0.915868027014072
711.930678,0.9167430987601219
712.04988,0.9157086798409777
712.169082,0.9155566848160602
712.288284,0.9153534537915095
712.407486,0.916446122108939
712.526688,0.9139668292825075
712.64589,0.9158268138801589
712.765092,0.9159990055066741
712.884294,0.915797507891013
713.003496,0.9146141469210438
713.122698,0.9151612497483441
713.2419,0.9145236046024173
713.361102,0.9138790926783207
713.480304,0.9143690631723581
713.599506,0.9129976247305747
713.718708,0.9115616968409543
713.83791,0.9126863456166469
713.957112,0.9139942486986752
714.076314,0.9114185928885045
714.195516,0.9130469279334846
714.314718,0.9113301895726245
714.43392,0.9131007992914222
714.553122,0.9139339270688966
714.672324,0.9103665121073279
714.791526,0.9127721421655094
714.910728,0.9105549774808273
715.02993,0.9115261466280111
715.149132,0.9104539114875934
715.268334,0.9113739344715931
715.387536,0.909450234452864
715.506738,0.910151690960363
715.62594,0.9100006183190397
715.745142,0.9099378304425823
715.864344,0.9092447219236682
715.983546,0.9087238739352055
716.102748,0.9078809693484131
716.22195,0.9075786953170396
716.341152,0.9080652878928902
716.460354,0.9067830977217852
