nu,[0]Dimethylamine-PNNL(x-sec)-X=0.01-T=278.27K-P=1.0atm-L=15cm
666.360327,0.9362057577564609
666.48333,0.9360625292327855
666.606332,0.9355225769446338
666.729335,0.9354860922755887
666.852337,0.9354093855610404
666.97534,0.9343529699425922
667.098342,0.9339083237630857
667.221344,0.9330224651702207
667.344347,0.9321169400601286
667.467349,0.9321178721775346
667.590352,0.9319929767508434
667.713354,0.9313026257617006
667.836357,0.9310623806772027
667.959359,0.9295608580495053
668.082362,0.9303438778970777
668.205364,0.9299420561415744
668.328367,0.9300173844988793
668.451369,0.9287924290091024
668.574371,0.9278381209904442
668.697374,0.9280060748897128
668.820376,0.927898432428409
668.943379,0.9272259498692822
669.066381,0.9266234488359161
669.189384,0.9266771945545593
669.312386,0.9248488132162048
669.435389,0.9240038875907567
669.558391,0.9248728595979501
669.681394,0.9241388020068576
669.804396,0.9243430592516954
669.927399,0.9226549035837566
670.050401,0.9215400878472286
670.173403,0.9209781198113185
670.296406,0.9216516009442645
670.419408,0.920714757731625
670.542411,0.9200760033631623
670.665413,0.9186261869865374
670.788416,0.9178319189052635
670.911418,0.9179604243690829
671.034421,0.9183662525580767
