nu,[0]Ethylformate-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
704.771352,0.9949411393554879
704.890954,0.9955227528882487
705.010556,0.9950461111828565
705.130158,0.9950011361150752
705.24976,0.9950428275361076
705.369362,0.9951636330681178
705.488964,0.9950848192294481
705.608566,0.9950799433257799
705.728168,0.995066211317313
705.84777,0.9950382503496285
705.967372,0.9948516981675015
706.086974,0.9948183711938429
706.206576,0.9949259168725081
706.326178,0.9949571580367815
706.44578,0.9947131249777935
706.565382,0.9949232305761591
706.684984,0.994849608981129
706.804586,0.9944296721311241
706.924188,0.9948238427099311
707.04379,0.99484075485901
707.163392,0.9946603071131839
707.282994,0.9947871343874077
707.402596,0.9945737754306478
707.522198,0.994988599179743
707.6418,0.99457039388556
707.761402,0.9944329537544568
707.881004,0.9943841282951024
708.000606,0.9945027653981704
708.120208,0.994630567214615
708.23981,0.9944093859727322
708.359412,0.9947691289032254
708.479014,0.9947748985809052
708.598616,0.9946932309142352
708.718218,0.994264411653142
708.83782,0.9944320587652012
708.957422,0.9942955326162674
709.077024,0.9942724652274934
709.196626,0.9944273849455085
709.316228,0.9943035864426994
709.43583,0.994400635208639
709.555432,0.9943331176977538
709.675034,0.9943418678676902
709.794636,0.9942170857935118
709.914238,0.9939377500409151
710.03384,0.9939033603897081
710.153442,0.9944325559813548
710.273044,0.9939795957010368
710.392646,0.9937359017822662
710.512248,0.9943444531599076
710.63185,0.9936567041869603
710.751452,0.9936691249733924
710.871054,0.9933161370453082
710.990656,0.9938036768818724
711.110258,0.9934838229615346
711.22986,0.993889346451125
711.349462,0.9936822414924109
711.469064,0.9935803942824166
711.588666,0.9931961517032136
711.708268,0.9935726443855658
711.82787,0.9934218315051353
711.947472,0.9934831275231019
712.067074,0.993136859662842
712.186676,0.9932086660535654
712.306278,0.9929676435595769
712.42588,0.9931021004810431
712.545482,0.993186517747267
712.665084,0.9930662501423182
712.784686,0.9931960523836034
712.904288,0.9931131239755386
713.02389,0.9930723078649201
713.143492,0.9927371032395094
713.263094,0.9931004122089072
713.382696,0.992729260647372
713.502298,0.9926537168251157
713.6219,0.9927538806383227
713.741502,0.992458778778674
713.861104,0.992679029817634
713.980706,0.9920166376632067
714.100308,0.9922444308328693
714.21991,0.9920576087963903
714.339512,0.9923005934570417
714.459114,0.9920755652016144
714.578716,0.9922361952382712
714.698318,0.9919499763849997
714.81792,0.9918536627183969
714.937522,0.992076755693007
715.057124,0.9916687984255536
715.176726,0.9919695179920187
715.296328,0.9916836735690933
715.41593,0.9916826818859156
715.535532,0.9915542672936356
715.655134,0.9915398898609965
715.774736,0.9911700153324733
715.894338,0.9916611626052036
716.01394,0.9912754814328018
716.133542,0.9908053318727031
716.253144,0.9909719993458657
716.372746,0.9910632720700498
716.492348,0.9911151060346255
