nu,[0]Propylenecarbonate-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
660.063201,0.9982764869573766
660.181204,1.0
660.299206,0.9977750788146013
660.417208,0.9993203510660386
660.535211,0.9988788289824005
660.653213,0.9997841732939352
660.771215,0.9996160337339216
660.889218,0.9986797722684447
661.00722,1.0
661.125223,0.9983442722321251
661.243225,0.996506915065628
661.361227,1.0
661.47923,0.9964331762822819
661.597232,0.9995058421362352
661.715234,1.0
661.833237,0.9997412634780687
661.951239,0.9990508507273984
662.069241,0.9999959168083362
662.187244,1.0
662.305246,0.9997870126850193
662.423248,0.9991315573148154
662.541251,0.9997544501522999
662.659253,0.9995568882030433
662.777256,1.0
662.895258,0.9992481627713501
663.01326,0.9982151946627701
663.131263,0.999957523902135
663.249265,1.0
663.367267,0.9985896954155133
663.48527,0.9994111234558916
663.603272,0.9981514107497489
663.721274,0.9993769141986304
663.839277,0.998816800533124
663.957279,1.0
664.075282,0.9995247129846749
664.193284,0.9997388341097501
664.311286,0.999078524819248
664.429289,1.0
664.547291,0.9998173466831486
664.665293,0.9985652302676749
664.783296,0.9976639328617658
664.901298,1.0
665.0193,0.9999282115769121
665.137303,0.9999524401310065
665.255305,0.9997519207767407
665.373307,1.0
665.49131,1.0
665.609312,0.999938859869134
665.727315,1.0
665.845317,0.9978701713106978
665.963319,1.0
666.081322,0.997865481331914
666.199324,1.0
666.317326,0.9994752577254097
666.435329,0.9988781297674649
666.553331,1.0
666.671333,0.9991679263654144
666.789336,0.9999214620842636
666.907338,0.999789252210436
667.025341,1.0
667.143343,0.9983824097117455
667.261345,1.0
667.379348,0.9999548740182077
667.49735,0.9994410162896392
667.615352,1.0
667.733355,1.0
667.851357,1.0
667.969359,1.0
668.087362,0.9980012002660535
668.205364,1.0
668.323366,0.9955981168131308
668.441369,0.9995069615834052
668.559371,1.0
668.677374,0.9993632428159567
668.795376,0.9985663286900324
668.913378,1.0
669.031381,0.998835578465486
669.149383,0.9997725258761627
669.267385,0.9985796097105225
669.385388,0.9994875313569345
669.50339,0.9973647783087679
669.621392,0.9981577989392199
669.739395,1.0
669.857397,0.9999711984147737
669.9754,0.999725277743072
670.093402,0.9986439203081668
670.211404,1.0
670.329407,0.9999768612677046
670.447409,0.9980132761536357
670.565411,0.9977565203707294
670.683414,0.9984613848837807
670.801416,0.9998409426509617
670.919418,0.999928447559998
671.037421,0.9979864299575901
671.155423,0.9967693298817594
671.273425,0.999551570574543
671.391428,0.9994199383008738
671.50943,0.9991823844299127
671.627433,0.9990583935897958
671.745435,0.9999166074773498
671.863437,0.9993474230210369
