nu,[0]Ethylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
672.946859,0.9897805768149914
673.065461,0.989833036575734
673.184064,0.9899498437655385
673.302666,0.990313717190769
673.421268,0.9895549325678993
673.539871,0.9895836300770555
673.658473,0.9892957031361049
673.777076,0.9886746204749031
673.895678,0.9887210892740737
674.01428,0.9891028092817554
674.132883,0.9891127003593035
674.251485,0.9884729514232689
674.370087,0.9885154566740364
674.48869,0.9884413207949161
674.607292,0.988645949326643
674.725895,0.9878859728400217
674.844497,0.988057879954781
674.963099,0.9882317934455913
675.081702,0.9883078902233751
675.200304,0.9878523852879367
675.318906,0.987771384713412
675.437509,0.987484972543617
675.556111,0.9871028897970228
675.674713,0.9869962884415016
675.793316,0.9872944063341469
675.911918,0.9872174003737243
676.030521,0.9868709478721641
676.149123,0.9866361005345122
676.267725,0.9863766493593967
676.386328,0.986199117540855
676.50493,0.9861695320111139
676.623532,0.9860827529106334
676.742135,0.9861123358369623
676.860737,0.9862148968529698
676.97934,0.9852705553935672
677.097942,0.9853523362435233
677.216544,0.9854883242488814
677.335147,0.9854508764040735
677.453749,0.9851838553995483
677.572351,0.9854646728129178
677.690954,0.9852912462924842
677.809556,0.984927740893473
677.928159,0.9842483751603882
678.046761,0.9843143220107188
678.165363,0.9844324468167067
678.283966,0.9844186648589253
678.402568,0.9846067067813452
678.52117,0.983955112842846
678.639773,0.9838291746486185
678.758375,0.9830247314458819
678.876978,0.9835753794625459
678.99558,0.9839669203750452
679.114182,0.9835380043082588
679.232785,0.9828360088153966
679.351387,0.9833786840568497
679.469989,0.9832351212493173
679.588592,0.9825313768730545
679.707194,0.9826316001847974
679.825797,0.9827613161170851
679.944399,0.9825313768730545
680.063001,0.9818703557149882
680.181604,0.9822386261447712
680.300206,0.9822877393038972
680.418808,0.9817211227629112
680.537411,0.9815041863671353
680.656013,0.9816366983766542
680.774615,0.9815611152608665
680.893218,0.9813854315453965
681.01182,0.9811666069940062
681.130423,0.9811646446627544
681.249025,0.9810714384488768
681.367627,0.9806251524821393
681.48623,0.9804859135966817
681.604832,0.980837971230227
681.723434,0.9804859135966817
681.842037,0.9799213163300728
681.960639,0.9800820366046532
682.079242,0.980065375351652
682.197844,0.9799918732048656
682.316446,0.9794353958754078
682.435049,0.979816470358585
682.553651,0.979665590240217
682.672253,0.9797616021725685
682.790856,0.9788890233766133
682.909458,0.9788312706279569
683.028061,0.9787754788356123
683.146663,0.9789262218662684
683.265265,0.979058385827087
683.383868,0.9791886092520677
683.50247,0.9787666698959431
683.621072,0.9781003566991383
683.739675,0.9783145841343033
683.858277,0.9785640861634143
683.97688,0.9783899172575696
684.095482,0.9776075183250645
684.214084,0.9779194248698592
684.332687,0.9780152656696189
684.451289,0.9778372830881732
684.569891,0.9774374294150403
684.688494,0.9772918020875628
684.807096,0.9772976658559666
684.925699,0.976946878963939
685.044301,0.9769976815225001
685.162903,0.9773084161894178
685.281506,0.976994750533852
685.400108,0.9767925335506713
685.51871,0.9767466253804449
685.637313,0.9769234325202022
685.755915,0.9769146402488749
