nu,[0]Octane-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
708.208164,0.9668721551241763
708.326167,0.9675685537492863
708.444169,0.9652964719580883
708.562171,0.9637908196327395
708.680174,0.963669389639716
708.798176,0.962392410853096
708.916178,0.9640530063914623
709.034181,0.9620450498952033
709.152183,0.9623337067065286
709.270185,0.961539147263015
709.388188,0.9605934580974834
709.50619,0.9628554329506037
709.624192,0.9622009138179233
709.742195,0.9600393555461203
709.860197,0.9597590649787152
709.9782,0.9568515688774846
710.096202,0.9594481534120558
710.214204,0.9561667083634905
710.332207,0.958130776894189
710.450209,0.9552492287841221
710.568211,0.9555721575953459
710.686214,0.9543421729365229
710.804216,0.9557785834745788
710.922218,0.9521877949897413
711.040221,0.9539042303946472
711.158223,0.9531614283581267
711.276226,0.9499309321790126
711.394228,0.9516328312928987
711.51223,0.9490270282581121
711.630233,0.9496801835131975
711.748235,0.9507187514277491
711.866237,0.9459817517700302
711.98424,0.9465495111318679
712.102242,0.9499537307949671
712.220244,0.9457055654236823
712.338247,0.9469367290625899
712.456249,0.9447480507489718
712.574251,0.9432659600549246
712.692254,0.9436924126398931
712.810256,0.9467284258963845
712.928259,0.9434602928582874
713.046261,0.9394534584436766
713.164263,0.9407978378914628
713.282266,0.9417456984819287
713.400268,0.9397372162333961
713.51827,0.9396056622321185
713.636273,0.9397719871536548
713.754275,0.9413747237635454
713.872277,0.939575595332
713.99028,0.9378071013548203
714.108282,0.9363958268166422
714.226285,0.9379037004610284
714.344287,0.9386374280048676
714.462289,0.9364136185063723
714.580292,0.9372961357353606
714.698294,0.9359324255836353
714.816296,0.9357218644768918
714.934299,0.93588469424709
715.052301,0.9347884798925227
715.170303,0.9349511472396728
715.288306,0.9329618206809519
715.406308,0.9352382213054897
