nu,[0]1-2-Dichlorobenzene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
670.567584,0.762647001675023
670.686786,0.796267575100211
670.805988,0.8011556749887554
670.92519,0.8172420182669984
671.044392,0.8015162761716813
671.163594,0.821231693870829
671.282796,0.7927716943474452
671.401998,0.7830411735647196
671.5212,0.7772058768035824
671.640402,0.8038681626920577
671.759604,0.7993151343693651
671.878806,0.7848285442687608
671.998008,0.8035065033982904
672.11721,0.7931919747099074
672.236412,0.7778901189975785
672.355614,0.7940411443475853
672.474816,0.779813882461323
672.594018,0.8204108726559673
672.71322,0.8406751163552021
672.832422,0.8077117735522287
672.951624,0.8112410851933957
673.070826,0.8155113003974255
673.190028,0.8214863151601897
673.30923,0.8046563396351176
673.428432,0.8140121392559078
673.547634,0.8160415550567788
673.666836,0.792597303758357
673.786038,0.8227606062691737
673.90524,0.8138005236109271
674.024442,0.8067673033999521
674.143644,0.8418949794609386
674.262846,0.820640619863419
674.382048,0.8685414226196818
674.50125,0.8568777665672663
674.620452,0.8560298773527772
674.739654,0.8663121370225587
674.858856,0.8709854562763364
674.978058,0.9091819862022628
675.09726,0.8645639527663128
675.216462,0.8439685906063994
675.335664,0.8678121541603152
675.454866,0.8439601509626916
675.574068,0.8341850656340173
675.69327,0.8981842980999063
675.812472,0.9308082353396948
675.931674,0.849149515841436
676.050876,0.903119859139342
676.170078,0.8591600955781827
676.28928,0.9560433708135546
676.408482,0.9049315260209657
676.527684,0.8846085926462143
676.646886,0.8729473798893364
676.766088,0.9317115573683302
676.88529,0.9091147092245626
677.004492,0.9024157003068588
677.123694,0.9501408901145214
677.242896,0.9289122509607943
677.362098,0.9096212271697529
677.4813,0.8735411859788502
677.600502,0.9629652047268324
677.719704,0.9289624135767246
677.838906,0.9447414375357629
677.958108,0.968618935359083
678.07731,0.9057517654959161
678.196512,0.9605050875644453
678.315714,0.9032192077879228
678.434916,0.900693731323145
678.554118,0.9515833476722567
678.67332,0.9233693149206522
678.792522,0.9975010276431026
678.911724,0.9614795336839247
679.030926,0.9743896539015534
679.150128,0.9766499322509211
679.26933,0.9774442715009934
679.388532,0.9953412856316401
679.507734,0.9432395489777998
679.626936,0.9641436316333828
679.746138,0.9392468014159255
679.86534,0.9853661312727956
679.984542,0.966523177270469
680.103744,0.9846362454256261
680.222946,0.9780201557581725
680.342148,0.9780377602794164
680.46135,0.9849228162670801
680.580552,0.9920274507034882
680.699754,0.953908999927723
680.818956,0.9591910557595655
680.938158,0.9891334719441119
681.05736,0.9929964400387871
681.176562,0.9978184829745633
681.295764,0.9527630901395605
681.414966,0.9657232273046776
681.534168,0.9853355853961897
681.65337,0.9840279282153319
681.772572,0.99981466717625
681.891774,0.9731052811780768
682.010976,0.9627148663190067
682.130178,0.9933347122307483
682.24938,0.9637108283143957
682.368582,0.9954691952048579
682.487784,0.9888891861470797
682.606986,0.938531367968008
682.726188,0.9347828711784695
682.84539,0.9609691235774148
682.964592,0.9292495073162182
683.083794,0.9438490785833048
683.202996,0.9693466413989534
683.322198,0.9847504698549843
683.4414,0.9954834305161315
683.560602,0.9992609932001313
683.679804,0.975186055534559
683.799006,0.9941206514133328
683.918208,0.9605358242190312
684.03741,0.9553141879402657
684.156612,0.9830856808686441
684.275814,0.9985082138208616
684.395016,0.9637966023950056
684.514218,0.9931153088268148
684.63342,0.9726986081711241
684.752622,0.9736980827840817
684.871824,0.9629825382565188
684.991026,0.9881428565864
685.110228,1.0
685.22943,1.0
685.348632,0.9570018063671327
685.467834,0.9881804067283985
685.587036,0.9738159073803428
685.706238,0.9709745705137703
685.82544,0.9905541945540735
685.944642,0.9589330680664667
686.063844,0.9792982845180043
686.183046,0.9642872997375042
686.302248,0.9707182670606992
686.42145,0.9506274868083838
686.540652,0.985404561301296
686.659854,0.9454530957439162
686.779056,0.9281814846135636
686.898258,0.9123003609339667
687.01746,0.9747288005091982
687.136662,0.963791783424041
687.255864,0.9588458091276145
687.375066,0.9995086907319446
687.494268,0.9693078683087645
687.61347,0.9926020009136802
687.732672,0.9573722377400442
687.851874,0.9665425079273203
687.971076,1.0
688.090278,0.950615128731383
688.20948,0.9782754523335792
688.328682,0.989951823667206
688.447884,0.9998442121361897
688.567086,0.999512288969708
688.686288,1.0
688.80549,0.9938959061424586
688.924692,0.990367492685604
689.043894,0.9891354502130341
689.163096,0.9703193838290562
689.282298,1.0
689.4015,0.9908843022045793
689.520702,0.9791807757745278
689.639904,0.9854646728129178
689.759106,0.9860610593286996
689.878308,1.0
689.99751,0.9874642355769325
690.116712,0.991348739397728
690.235914,0.9874405367196661
690.355116,0.9844147271921411
690.474318,0.9935376712440144
690.59352,1.0
690.712722,1.0
690.831924,0.9513445302248345
690.951126,0.9609787333166993
691.070328,0.9738120121245039
691.18953,0.994314921568195
691.308732,0.9965184746128881
691.427934,0.9969569395231566
691.547136,0.9993665107391037
691.666338,0.9592265464852031
691.78554,0.9977847572798062
691.904742,0.9822680937455673
692.023944,0.9529812978710341
692.143146,0.971429092962728
692.262348,1.0
692.38155,0.997837341922108
692.500752,0.9571865255405885
692.619954,0.9871611305856072
692.739156,0.9621922540486679
692.858358,0.9993131459922816
692.97756,0.9494959634275221
