nu,[0]1-1-1-Trichloroethane-PNNL(x-sec)-X=0.01-T=278.06K-P=1.0atm-L=15cm
604.042081,0.9998416525382829
604.162083,1.00025995378213
604.282086,1.0010679698741232
604.402088,0.9993298046812751
604.52209,1.0006746074453174
604.642093,0.9986221501080002
604.762095,0.9999686864902781
604.882098,1.0005728640239557
605.0021,0.9999609167637695
605.122102,1.0000780180432494
605.242105,1.0001820465684657
605.362107,0.9993718373768014
605.48211,0.9995377168857811
605.602112,1.0009108445671944
605.722114,0.9997384242169122
605.842117,1.0014845007820128
605.962119,0.9990754676436395
606.082122,0.9998346436728648
606.202124,0.999385908631333
606.322126,0.9996193624608563
606.442129,1.0003536525203127
606.562131,1.0007865391598247
606.682134,1.0004620667199535
606.802136,1.000651442096295
606.922138,1.0008584482559666
607.042141,0.9994030582406684
607.162143,1.0004679594588808
607.282146,1.0004101240778922
607.402148,1.0000071809257827
607.52215,0.9997216787385503
607.642153,1.0004452190806077
607.762155,0.9996438134494964
607.882158,0.9999920142318864
608.00216,1.0003556432260619
608.122162,0.9999772542586883
608.242165,1.0001386896165156
608.362167,0.9992282979153315
608.48217,1.000866004765777
608.602172,1.0000494352218803
608.722174,1.0000790681257195
608.842177,0.9999256327653799
608.962179,0.9997543901670347
609.082182,0.9997865827766963
609.202184,0.9995906638009312
609.322186,1.0003597446926071
609.442189,1.0000870757908766
609.562191,1.0002525318808082
609.682194,1.0003703685695085
609.802196,0.999787982478892
609.922198,1.0005281094006926
610.042201,0.9999128128010247
610.162203,1.000019523190575
610.282206,0.999849611309513
610.402208,1.0003279537650813
610.52221,1.0003769110131127
610.642213,1.0000249453111292
610.762215,0.9998565502898937
610.882218,0.9996496413899172
611.00222,1.0000827104203183
611.122222,1.0004488206898792
611.242225,1.0000224552521153
611.362227,1.000036080650891
611.48223,0.9992401488332207
611.602232,1.0004938118849651
611.722234,0.9996177430788008
611.842237,0.9996436734993723
611.962239,0.9993390685115023
612.082242,1.000445339134041
612.202244,0.9997027541862932
612.322246,0.9998652290824162
612.442249,1.0000409958403065
612.562251,1.0002900520569655
612.682254,0.9997992401549552
612.802256,0.9997397938594915
612.922258,1.000131618660976
613.042261,1.0000963736436412
613.162263,1.0001453305594628
613.282266,0.9996288688861962
613.402268,1.0002421193061488
613.52227,0.9993597750315206
613.642273,0.9991838732127747
613.762275,0.9998232356246635
613.882278,0.9995953219042779
614.00228,0.9999721023891456
614.122282,0.9999936528201434
614.242285,1.0001489210876444
614.362287,0.9995804880197685
614.48229,1.0004686898007578
614.602292,0.9994771867145186
614.722294,0.999344914662153
614.842297,1.000106755697984
614.962299,0.9999906320438796
615.082302,0.999901668834826
615.202304,0.9997297865142418
615.322306,1.0001145565611018
615.442309,1.00021418293389
615.562311,0.9994304222710149
615.682314,0.9994153010031186
615.802316,1.0004815258963913
615.922318,1.0004384861069398
616.042321,1.0001572223581396
616.162323,1.0001469507962106
616.282326,1.0005712330915166
616.402328,0.9999340691735324
616.52233,0.9999465884264489
616.642333,0.9997196692999956
